timestamp,action,goal,time_delta,correct,voltage,current,power,cumpower
1571925907.0432608,None,handmotor,60.006590843200684,False,0,0,0,0
1571925967.055105,None,cowboy,60.003710985183716,False,0,0,0,0
1571926027.0646982,None,bunny,60.002896308898926,False,0,0,0,0
1571926087.075797,None,handmotor,60.00599503517151,False,0,0,0,0
1571926147.0840561,None,tapshoulders,60.00138330459595,False,0,0,0,0
1571926207.088094,None,rocket,60.00096321105957,False,0,0,0,0
1571926267.1007428,None,cowboy,60.006115674972534,False,0,0,0,0
1571926327.1120498,None,bunny,60.00596880912781,False,0,0,0,0
1571926387.125155,None,handmotor,60.0065279006958,False,0,0,0,0
1571926447.132886,None,tapshoulders,60.00280499458313,False,0,0,0,0
1571926708.312653,None,bunny,60.0063579082489,False,0,0,0,0
1571927243.671278,None,cowboy,60.00315999984741,False,0,0,0,0
1571927303.685241,None,handmotor,60.00550389289856,False,0,0,0,0
1571927468.782924,None,cowboy,60.00371503829956,False,0,0,0,0
1571927528.79685,None,rocket,60.00749588012695,False,0,0,0,0
1571927588.806336,None,rocket,60.00444269180298,False,0,0,0,0
1571928337.47038,None,bunny,60.00712203979492,False,0,0,0,0
1571928498.1714282,None,handmotor,60.00259041786194,False,0,0,0,0
1571928710.3746781,None,cowboy,60.002521276474,False,0,0,0,0
1571930717.301592,None,handmotor,60.00331115722656,False,0,0,0,0
1571930913.37124,None,bunny,60.0071177482605,False,0,0,0,0
1571931210.6293619,None,rocket,60.00185704231262,False,0,0,0,0
1571931270.647221,None,cowboy,60.001567125320435,False,0,0,0,0
1571931441.300002,None,tapshoulders,59.99055218696594,False,0,0,0,0
1571931501.311606,None,handmotor,60.00318098068237,False,0,0,0,0
1571931561.32509,None,handmotor,60.006369829177856,False,0,0,0,0
1571931684.4841652,None,rocket,60.001997232437134,False,0,0,0,0
1571931813.9671109,None,tapshoulders,60.00606179237366,False,0,0,0,0
1571932092.171813,None,handmotor,60.00666904449463,False,0,0,0,0
1571935016.871485,rocket,rocket,12.283994913101196,True,,649.31,7.96,5167.56
1571935224.023442,None,cowboy,60.0034441947937,False,0,0,0,0
1571935715.017815,bunny,bunny,8.619587182998657,True,,449.11,5.16,2317.31
1571935732.4316869,cowboy,rocket,17.40813899040222,False,,454.52,5.16,2345.23
1571935771.957375,tapshoulders,tapshoulders,39.519696950912476,True,,438.29,5.15,2257.01
1571935789.966532,tapshoulders,tapshoulders,18.003073930740356,True,,459.93,5.15,2368.47
1571935803.482996,handmotor,handmotor,13.511427164077759,True,,470.75,5.18,2438.57
1571935812.084148,cowboy,cowboy,8.596496820449829,True,,449.11,5.16,2317.31
1571935974.897272,tapshoulders,tapshoulders,18.31762933731079,True,,600.62,5.1,3062.38
1571936000.495455,cowboy,cowboy,25.592370986938477,True,,519.45,5.14,2669.69
1571936017.08395,tapshoulders,tapshoulders,16.583904027938843,True,,519.45,5.12,2659.11
1571936033.6715279,bunny,bunny,16.582993745803833,True,,541.1,5.13,2775.42
1571936042.680314,bunny,bunny,9.003190040588379,True,,497.81,5.14,2558.45
1571936053.345289,handmotor,handmotor,10.6598379611969,True,,535.68,5.15,2758.57
1571936065.822954,bunny,bunny,12.47271180152893,True,,476.16,5.14,2447.21
1571936074.8373609,handmotor,handmotor,9.009466886520386,True,,492.4,5.16,2540.66
1571936083.846477,rocket,rocket,9.004493951797485,True,,530.27,5.14,2725.31
1571936103.916283,handmotor,handmotor,20.064260959625244,True,,508.63,5.17,2629.6
